"","ResponseIndex","TaxonID.x","class.x","scientificName.x","documentType.x","urls.x","Response","Document/Response Validated?","Threats Listed?","documentKey","humanAnnotator","TaxonID.y","class.y","scientificName.y","documentType.y","urls.y","NOTES","Residential & Commerial Development","Agriculture & Aquaculture","Energy Producting & Mining","Transportation & Service Corridors","Biological Resource Use","Human Intrusions & Disturbance","Natural System Modifcations","Invasive & Other Problematic Species & Genes","Pollution","Geological Events","Climate Change & Severe Weather","Limiting/Intrinsic Population Factors","DISEASE?"
"44",601,1036,"Insecta","Trimerotropis infantilis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/958.pdf","The identified threats for Trimerotropis infantilis (Zayante band-winged grasshopper) as detailed in the text include:

1. **Habitat Destruction and Loss**: This threat encompasses several activities that lead to the destruction or significant alteration of the habitat necessary for the survival of Trimerotropis infantilis. Key activities include:
   - **Sand Mining**: Historically considered a primary threat due to large-scale operations in the Zayante sandhills. Although reduced, there are still active quarries that, along with past activities, cause habitat fragmentation and degradation.
   - **Urban Development**: Previously a primary threat, the rate has slowed down, but the effects of developed lands (e.g., habitat fragmentation) continue to impact the species.
   - **Recreational Use of Habitat**: Includes activities like hiking, biking, equestrian use, and """"sandboarding,"""" which can remove vegetation cover, cause erosion, and preclude recolonization of plants, thereby impacting the habitat of Trimerotropis infantilis.

2. **Altered Fire Regimes/Forest or Chaparral Succession**: Fire suppression or exclusion in a fire-adapted ecosystem allows for the colonization by pioneering native and non-native species and promotes the dominance of later-successional shrubs and trees. This reduces the open canopy and availability of exposed sandy soil vital for the Zayante band-winged grasshopper's egg-laying and potentially affects the burrowing activities necessary for their lifecycle.

3. **Agricultural Conversion**: The conversion of sandhills habitat into agricultural land, especially for vineyards, although not currently occurring at significant levels, is still considered a threat to the species' habitat.

4. **Climate Change**: Predictions of increased temperatures, extreme storms, drought, and wildfire due to climate change can have unpredictable but likely negative effects on Trimerotropis infantilis by altering their habitat, affecting food resources, and increasing susceptibility to desiccation and competition from non-native species.

It's important to note that while some threats such as overcollection and pesticides were considered in the past, they are not currently seen as significant threats to Trimerotropis infantilis based on the review. Additionally, the species is considered endemic to the limited habitat communities of the Zayante sandhills, making it vulnerable to habitat-specific threats.",TRUE,NA,"1036ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/958.pdf","Vaughn",1036,"Insecta","Trimerotropis infantilis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/958.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",604,5665,"Malacostraca","Vetericaris chaceorum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3015.pdf","The identified threats for Vetericaris chaceorum, based on the information provided in the text, encompass several factors affecting the species' survival:

1. **Habitat Loss or Degradation**: More than 90% of anchialine pool habitats have been lost or degraded due to anthropogenic activities, particularly coastal development. This reduction in habitable areas severely limits the available space for the shrimp to thrive and reproduce.

2. **Introduction of Non-native Species**: The spread of exotic species into the anchialine pool habitats can lead to increased competition for resources or direct predation on Vetericaris chaceorum. 

3. **Limited Geographical Distribution and Isolation**: The species has been documented in a very small number of locations, which may lead to inbreeding and reduce genetic diversity. This limited distribution also makes the species more vulnerable to localized threats.

4. **Environmental Requirements**: Vetericaris chaceorum has specific needs regarding salinity and perhaps temperature that restrict its presence to certain anchialine pools. Any changes to the water chemistry or temperature of these habitats could negatively impact the species.

5. **Difficulty in Detections and Low Observed Numbers**: The cryptic nature of this species, combined with challenges in sampling large anchialine pools, complicates efforts to accurately assess population size and trends. The low numbers of individuals observed during surveys suggest that the population may be very small, further increasing the species' risk of extinction.",TRUE,NA,"5665ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3015.pdf","Ann Marie",5665,"Malacostraca","Vetericaris chaceorum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3015.pdf","",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"46",605,5665,"Malacostraca","Vetericaris chaceorum","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/18756","were unoccupied by these species at the time of listing but proposed for designation as critical habitat have been determined to be essential to the conservation of the species because (1) they increase ecological and geographical representation, (2) they may have occupied habitat in the past and are likely to contain some or all of the physical or biological features essential for the conservation of the species, (3) they are reasonably certain to contribute to the conservation of the species through the development and maintenance of life-history processes, and (4) they provide additional habitat options that can be prioritized for conservation based on feasibility and other relevant factors, including resilience to threats such as climate change.

When considering areas that may require special management or protection, factors such as the need for management activities to remove or control invasive species, or the need to implement measures to reduce the risk or impact of human-induced threats like wildfire or recreational pressures are taken into account. The special management needs or protections may also include actions to ameliorate habitat fragmentation, which can imperil the long-term viability of species by isolating populations or reducing gene flow. Further, management considerations could involve restoring or enhancing the habitat to support the essential life-history needs of the species, or to increase connectivity between habitat areas to facilitate species movement, dispersal, and genetic exchange.

To identify critical habitat, the U.S. Fish and Wildlife Service (USFWS) follows an evidence-based process, engaging in a review of the best available scientific and commercial data including information from peer-reviewed literature, State and Federal agencies, Native Hawaiian organizations, and other knowledgeable sources. Critical habitat designations are made using GIS data and careful evaluation of both occupied and unoccupied habitats to determine the areas that exhibit features essential to the conservation of the species.

Critical habitat designations, while providing a science-based tool to aid in the conservation of endangered and threatened species, do not themselves establish reserves or directly change land use. Rather, they require Federal agencies to ensure actions they approve or fund do not adversely modify designated critical habitats. It's through consultation with the USFWS and the implementation of measures that avoid, minimize, or mitigate adverse modifications to critical habitats that tangible conservation benefits are realized. Such designations provide an important regulatory mechanism to promote conservation and recovery of endangered and threatened species by preserving the habitat features vital to their survival and recovery.",TRUE,NA,"5665CriticalHabitatDesignationURLshttps://www.govinfo.gov/link/fr/88/18756","Ann Marie",5665,"Malacostraca","Vetericaris chaceorum","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/18756","Designation of critical habitat denied for this species because disclosing locations would not be prudent. The rest of the document focuses on species that do warrant critical habitat, so no further details on threats.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47",607,2246,"Branchiopoda","Lepidurus packardi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1126.pdf","Based on the detailed review analysis within the document, the identified threats to Lepidurus packardi (Vernal Pool Tadpole Shrimp) are systematized under the five key elements comprising its ecosystem-level recovery and conservation strategy. The primary threats are categorized under the following headings:

1. **Habitat protection**: The biggest threat comes from the destruction, modification, or curtailment of habitat or range due to various human activities. This includes urban development, water supply and flood control activities, and agricultural conversion, which lead to the loss or fragmentation of habitats.

2. **Disease or predation**: While less detailed in the provided text, the impact of disease or native and non-native predation could pose significant threats to the population stability and growth of Lepidurus packardi.

3. **Inadequacy of existing regulatory mechanisms**: This refers to the lack or failure of legal and conservation measures to adequately protect the species and its habitat from deterioration and destruction.

4. **Adaptive management, restoration, and monitoring**: A lack of effective adaptive management strategies, as well as insufficient restoration and monitoring of habitats, can severely hamper recovery efforts. This includes poorly managed grazing practices or other management actions that may unintentionally harm rather than help recovery and conservation efforts.

5. **Public participation and outreach**: While not directly cited as a threat, the implication is that insufficient public participation and outreach may hinder conservation efforts. This could relate to a general lack of awareness or involvement from local communities, stakeholders, and decision-makers in conserving and protecting the species and its habitats.

6. **Other man-made or natural factors affecting its continued existence**: This could encompass various other threats not explicitly detailed above, such as climate change affecting the vernal pool ecosystems' hydrology, invasive species outcompeting native species, and potential genetic degradation from poorly managed species introductions or restorations.

It's critical to understand that these threats are interconnected, often exacerbating the effects of one another, and addressing them requires a comprehensive, multifaceted approach centered on habitat protection, effective management, and broad participation from all stakeholders involved.",TRUE,NA,"2246ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1126.pdf","Melissa",2246,"Branchiopoda","Lepidurus packardi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1126.pdf","",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"48",618,3140,"Insecta","Texamaurops reddelli","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/940825.pdf","Given the text provided, the identified threats for Texamaurops reddelli are:

1. Land development: The expansion and construction activities associated with urban development can destroy or severely alter the karst habitats that Texamaurops reddelli relies on for survival. This can include direct removal of cave systems or changes in the surrounding landscape that affect underground environments.

2. Pollution: Contaminants from various sources can infiltrate cave systems, affecting the water and food sources available to Texamaurops reddelli. Pollution can come from agricultural runoff, industrial discharge, sewage leaks, or improper waste disposal.

3. Vandalism: Human intrusion into caves can lead to the destruction of habitat through physical damage, pollution, and disturbance. Vandalism can include the breaking of speleothems, littering, and the introduction of artificial light, which can disrupt the natural ecosystem of the cave.

4. Red imported fire ants (Solenopsis invicta): This invasive species is known to prey on various invertebrates and could pose a significant threat to Texamaurops reddelli populations. Fire ants can alter the ecological balance within caves, competing with native species for resources or directly preying upon them.",TRUE,NA,"3140RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/940825.pdf","Jayme",3140,"Insecta","Texamaurops reddelli","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/940825.pdf","",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"49",627,1028,"Insecta","Hesperia dacotae","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/155865","Given the provided text, the identified threats to the Dakota skipper (Hesperia dacotae) include:

1. **Habitat Destruction and Degradation**: This encompasses the complete removal of native prairie habitat and its replacement with row-crop agriculture. It also includes habitat degradation due to recurring intensive livestock grazing and invasion by non-native plant species.

2. **Unsustainable Mortality from Management Practices**: This includes mortality caused by prescribed fires and insecticide use, which is suggested as unsustainable for the species.

3. **Fragmentation of Populations**: Historically, Dakota skipper populations were more continuous but are now fragmented among discrete remnants of native tall grass and mixed-grass prairie. This fragmentation is primarily due to habitat loss and plays a significant role in the species' decline by isolating populations and decreasing genetic diversity and resilience.

4. **Climate Change**: Although the SSA indicates that the current and future vulnerability of Dakota skipper populations to climate change was not fully assessed within the document, it mentions the potential threat of novel environmental changes such as shifts to wetter and warmer conditions across the species' range. These conditions could increase the threat posed by invasive cool-season grasses.

5. **Decrease in Resiliency, Redundancy, and Representation**: The document outlines how the number, health, and distribution of Dakota skipper populations have and are expected to continue declining, thus reducing the species' ability to withstand normal environmental variation, catastrophes, and adapt to new changes such as diseases and climate change.

6. **Reduction in Adaptive Genetic Diversity**: The decrease in population sizes and the extirpation of populations from parts of its range reduces the species' overall genetic diversity. This reduction in genetic diversity diminishes the species' potential for adaptation to environmental changes or novel threats.

7. **Prescribed Management Practices**: Specific management practices such as burning, haying, and grazing regimes, along with pesticide use, were identified as influential factors on the viability of Dakota skipper populations. These practices can negatively impact the quality of habitat and the survivability of populations if not applied in a manner that considers the needs of the Dakota skipper.

8. **Loss of Populations and Metapopulation Dynamics**: Significant portions of metapopulations, with metapopulation dynamics being crucial for species survival, have been lost. This loss has contributed to the decline in the species' overall viability.

In conclusion, these identified threats underscore the challenges facing the Dakota skipper's survival, highlighting the need for targeted conservation actions to address habitat loss, management practices, and the impacts of climate change to ensure the species' resilience, redundancy, and representation into the future.",TRUE,NA,"1028SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/155865","Jayme",1028,"Insecta","Hesperia dacotae","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/155865","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"50",628,1028,"Insecta","Hesperia dacotae","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Dakota Skipper Final Recovery Plan_28September2021_508.pdf","The identified threats for Hesperia dacotae (Dakota skipper) include:

1. **Loss of Native Prairie**: This encompasses the conversion of native prairie landscapes into agricultural or urbanized areas. Such habitat loss is a primary driver of decline for the Dakota skipper.

2. **Habitat Degradation**: The degradation of remaining patches of habitat due to ecological succession of native prairie into habitats dominated by brush or trees, and the impacts from oil and gas development.

3. **Invasive Species**: The introduction and spread of invasive species contribute to the alteration of the native prairie ecosystems, further endangering the Dakota skipper by transforming their native habitats.

4. **Pesticides**: Both direct and indirect effects of pesticides, including herbicides, harm the Dakota skipper's habitat and possibly the skipper itself by reducing the quality or availability of necessary plant communities.

5. **Flooding**: Changes in water levels and flooding can destroy or severely modify the prairie habitats crucial for the survival of Dakota skippers.

6. **Land Management Regimes**: Improper or intensive grazing, haying, or fire management practices can degrade the quality of the prairie habitat necessary for the Dakota skippers’ survival. Management practices need to mimic natural disturbance regimes to maintain or improve habitat quality.

7. **Climate Change**: While not explicitly listed, the recovery plan implies that shifts to wetter and warmer conditions could increase the threat from invasive cool-season grasses and could impact the prairie ecosystems that the Dakota skipper depends on. The plan acknowledges the need to adapt to novel environmental changes, which could include those induced by climate change.

Overall, the main identified threats involve loss and degradation of habitat due to human activities and environmental changes, which include invasive species management, agricultural conversion, and potentially climate change-related impacts on prairie ecosystems.",TRUE,NA,"1028RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/Dakota Skipper Final Recovery Plan_28September2021_508.pdf","Melissa",1028,"Insecta","Hesperia dacotae","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Dakota Skipper Final Recovery Plan_28September2021_508.pdf","Grazing and ecological succesion of pairie habitat",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"51",633,9161,"Insecta","Oarisma poweshiek","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/80/59247?link-type=pdf","The identified threats for Oarisma poweshiek, also known as the Poweshiek skipperling, based on the text provided are as follows:

1. **Habitat Loss and Degradation**: The conversion of natural prairies to agriculture and urban development significantly impacts the habitat of the Poweshiek skipperling. Encroachment of invasive species and changes in land use that reduce the availability of suitable habitats contribute to the species' decline.

2. **Climate Change and Its Associated Impacts**: Advanced phenology, likely influenced by changing climatic conditions, presents a threat to the Poweshiek skipperling by disrupting the timing of life cycle events, which leads to decreased overwintering survival.

3. **Limited Genetic Variation**: The declining number of individual Poweshiek skipperlings and populations leads to reduced genetic variation. This situation makes the species more vulnerable to extinction due to inbreeding depression, decreased adaptability to changing environmental conditions, and increased susceptibility to stochastic events.

4. **Pesticide Use**: The presence of pesticides in the environment, even at low concentrations, and the significant agricultural footprint surrounding some of the habitat sites, pose a potential threat to the Poweshiek skipperling. While the direct impact of these pesticides on the species is not fully understood, they could contribute to population decline.

5. **Impact of Human Activities**: Activities such as trampling by photographers seeking to capture images of the butterfly can result in direct harm to individuals and potentially damage their sensitive habitat.

6. **Poorly Understood Biological and Ecological Limiting Factors**: The recovery potential of the species is considered low because biological and ecological factors limiting its survival are not well understood. This lack of understanding makes it challenging to develop and implement effective conservation strategies.

7. **Wildfire Threat in Canada**: Although not detailed in the excerpts, it is mentioned that there is an ongoing threat of wildfire to the species in Canada, which could potentially destroy habitats and reduce populations.

8. **Need for Intensive Management**: The persistent threats and the species' poor recovery potential may require intensive management efforts, which are complicated by low numbers of individuals in the wild and the inadequate understanding of the most effective conservation measures.

In summary, the Poweshiek skipperling faces a multifaceted array of threats, from habitat loss and genetic factors to poorly understood ecological requirements and the challenges of climate change. Addressing these threats requires comprehensive research and conservation strategies, including habitat management, understanding the species' biological needs, genetic studies, and measures to mitigate the impact of pesticides and other anthropogenic factors.",TRUE,NA,"9161CriticalHabitatDesignationURLshttps://www.govinfo.gov/link/fr/80/59247?link-type=pdf","Vaughn",9161,"Insecta","Oarisma poweshiek","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/80/59247?link-type=pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",635,929,"Insecta","Hesperia leonardus montana","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/980921.pdf","Based on the provided text, the identified threats for Hesperia leonardus montana (Pawnee montane skipper) include:

1. Habitat Loss: The skipper's narrow habitat preference combined with the limited availability of this preferred habitat restricts the species to only one area. The implication is that any habitat loss, which likely has occurred, significantly impacts the species' survival.
  
2. Habitat Fragmentation: One of the recovery tasks includes avoiding habitat fragmentation, indicating that fragmentation is considered a significant threat to maintaining viable populations of the skipper.

3. Inappropriate Vegetation Management: The need for proper vegetation management on public land to protect and maintain the defined skipper habitat suggests that poor management practices or changes in vegetation could threaten the species.

4. Limited Distribution: The Pawnee montane skipper occurs only on the Pikes Peak Granite Formation in Colorado. This limited distribution makes the species more vulnerable to localized threats, including environmental changes, development, or severe weather events.

5. Dependency on Specific Plants: The life history/ecology section underlines the skipper’s dependence on specific plant species for nectar (primarily prairie gayfeather) and larval food (blue grama grass). Any threat to these plants directly affects the skipper's survival.

6. Possible Effects of Fire and Logging: Though the prairie gayfeather requires openings from single event disturbances such as logging or fire-created habitat, the skipper does not colonize these areas immediately after such disturbances, indicating potential negative impacts on its population from these activities.

7. Threats to Nectar Sources: While prairie gayfeather is the most important nectar source, other occasional sources include musk thistle, classified as a noxious weed. If actions are taken to eradicate such """"noxious weeds,"""" it could inadvertently harm the skipper’s population by removing critical nectar sources.

These threats highlight the fragile balance required in managing the habitat and ecosystem for the survival of Hesperia leonardus montana. Conservation efforts must address these threats comprehensively to ensure the species' recovery and eventual delisting as a threatened species.",TRUE,NA,"929RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/980921.pdf","Jayme",929,"Insecta","Hesperia leonardus montana","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/980921.pdf","",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"53",643,674,"Insecta","Pseudocopaeodes eunus obscurus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/070913b.pdf","Based on the provided text, the identified threats to **Pseudocopaeodes eunus obscurus** are:

1. **Habitat destruction, degradation, and fragmentation** due to various factors including urban and residential development, wetland habitat modification, agricultural practices, and gas and geothermal development.

2. **Nonnative plant invasion**, which threatens the quality and integrity of their habitat.

3. **Collecting** of specimens, which can reduce populations directly.

4. **Excessive livestock trampling/grazing**, which can damage habitat and reduce food sources.

5. **Water exportation projects** that can alter the hydrology of the habitat areas, impacting the moist conditions required by the skipper.

6. **Road construction** and **recreation activities** that can lead to habitat fragmentation and disturbance.

7. **Pesticide drift**, which can poison the skipper and its food sources directly or indirectly by affecting its habitat.

8. **Inadequate regulatory mechanisms** to protect the skipper and its habitat effectively.

9. **Vulnerability to chance environmental or demographic events**, such as fire, drought, disease, or other occurrences, to which small populations are particularly sensitive. The limited number of populations, small range, and restricted habitat further increase this vulnerability to extinction or extirpation from significant portions of its range.

Each of these threats contributes to the precarious status of the Carson wandering skipper and compels the implementation of specific recovery actions to mitigate them.",TRUE,NA,"674RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/070913b.pdf","Jayme",674,"Insecta","Pseudocopaeodes eunus obscurus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/070913b.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",645,674,"Insecta","Pseudocopaeodes eunus obscurus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1946.pdf","Based on the provided text, the identified threats for Pseudocopaeodes eunus obscurus (Carson Wandering Skipper) include:

1. **Habitat Loss and Degradation**: Development and urbanization, particularly for residential and commercial use, have significantly altered and reduced available habitats for the subspecies. This includes modifications for highway construction and other forms of economic activity.

2. **Water Diversion and Wetland Manipulations**: Man-made alterations to water flow and wetland areas have affected habitats crucial for the survival of Pseudocopaeodes eunus obscurus. Such modifications can potentially disrupt the lifecycle and the ecological dynamics of the species’ habitat.

3. **Fragmentation of Populations**: Isolation of populations due to increasing unsuitable and fragmented habitat can hinder gene flow and reduce the genetic diversity of the species. It can also limit the subspecies' ability to migrate, find mates, and access necessary resources.

4. **Potential Threats from Climate Change**: Although not directly mentioned, aspects like drying lakes and changing precipitation patterns could imply a threat from climate change. Such changes can affect the persistence of wetlands and other critical habitats for Pseudocopaeodes eunus obscurus.

5. **Possible Competition and Predation**: While specific competitors or predators are not named in the text, the general decline in habitat quality and availability often leads to increased competition for resources. Additionally, predation pressures could potentially increase with habitat modifications.

6. **Impact from Development Projects**: The mention of conflicts with construction or other forms of economic activity suggests that ongoing or future development projects could pose direct or indirect threats to the subspecies' habitat and survival.

These threats are interconnected, often exacerbating the impact on Pseudocopaeodes eunus obscurus populations. Conservation actions recommended would likely focus on habitat preservation and restoration, along with monitoring and research to better understand the subspecies' ecology and responses to these threats.",TRUE,NA,"674ReviewURLshttps://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1946.pdf","Vaughn",674,"Insecta","Pseudocopaeodes eunus obscurus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1946.pdf","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",650,7022,"Insecta","Bombus franklini","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/164615","Based on the provided text, the identified threats to Bombus franklini include:

1. **Pathogens**: Diseases affecting the species could be contributing to declines.

2. **Pesticides**: Chemicals used in agriculture and other settings may negatively impact B. franklini populations through direct poisoning or by contaminating their food sources.

3. **Habitat Loss and Degradation**: Changes to the natural landscape where B. franklini resides, including urbanization, agricultural expansion, and forest management practices, might reduce available habitat for foraging and nesting.

4. **Livestock Grazing**: May impact habitat quality by altering vegetation structure or composition, which could affect the availability of foraging and nesting sites.

5. **Climate Change**: Changing climatic conditions could affect B. franklini directly or indirectly by altering the distribution of suitable habitat and the availability of flowering plants for food.

6. **Small Population Dynamics**: The inherent challenges faced by small populations, such as reduced genetic diversity and increased susceptibility to stochastic events, could contribute to declines.

7. **Competition from non-native bees**: Introduced bee species may compete with B. franklini for food and nesting sites, potentially impacting local populations.

Additionally, the text mentions **synergistic effects**, implying that the combination of multiple stressors might exacerbate declines more than any single threat could on its own.",TRUE,NA,"7022SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/164615","Ann Marie",7022,"Insecta","Bombus franklini","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/164615","Mentioned pesticide use directly in association with """"agriculture,"""" marked both ag and pollution. But agriculture itself specifically mentioned as not contributing to decline. I marked agriculture because of grazing.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"56",652,10403,"Insecta","Bombus terricola","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/164401","Based on the provided text, the identified threats for Bombus terricola (the Yellow Banded Bumble Bee) include:

1. Habitat loss and fragmentation:
   - The text mentions that habitat loss, degradation, and fragmentation due to agriculture, urban, and suburban development impact the species by reducing the availability and connectivity of diverse and abundant floral resources. This affects the bees' ability to find suitable nesting, mating, overwintering habitats, and ultimately the genetic health of the species.

2. Pesticide use:
   - The use of insecticides, herbicides, and fungicides can have direct and indirect effects on the Yellow Banded Bumble Bee and its habitat. Some pesticides are acutely toxic to bumble bees, further endangering their populations.

3. Pathogens and parasites:
   - Increased use of managed bees has led to a rise in native and non-native pathogens and parasites within both managed and native bee populations. This can reduce the fitness of colonies and cause mortality to individuals and colonies.

4. Small and isolated populations:
   - Yellow Banded Bumble Bee populations that are small and/or isolated are at risk of having reduced genetic flow, lesser genetic diversity from inbreeding, and genetic drift. This is exacerbated by environmental stressors, making them more vulnerable to extinction.

5. The effects of climate change:
   - Changes in climate can directly affect individual bees or disrupt the colony life cycle, such as timing of emergence and overwintering, survival during hibernation, and timing of mating and colony production. Climate change may also limit the species' ability to adapt due to reduced genetic diversity.

6. Competition and the effects of scientific collection are mentioned but not detailed as primary concerns.

7. Synergistic effects of multiple stressors:
   - The impact of habitat changes due to human activity, pesticide use, climate change, disease, and other stressors may act synergistically, amplifying the negative effects on the Yellow Banded Bumble Bee populations.

Under the future scenarios outlined, the Yellow Banded Bumble Bee's viability, representation, and redundancy are all expected to decline under most conditions, with the historical and current survey data suggesting that the species' range will continue to contract, particularly along the already receding southern boundary. This indicates ongoing threats to the species' viability and habitat, exacerbated by various stressors, including those listed above.",TRUE,NA,"10403SpeciesStatusAssessmentURLshttps://ecos.fws.gov/ServCat/DownloadFile/164401","Vaughn",10403,"Insecta","Bombus terricola","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/164401","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",678,7173,"Insecta","Hylaeus anthracinus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Hawaiian_Archipelago_Recovery_Plan_20221214.pdf","For Hylaeus anthracinus, which is known as the anthracina yellow-faced bee, some identified threats include:

1. Habitat degradation from various sources: This could stem from natural events such as hurricanes, or human activities like construction, agricultural expansion, and land conversion, which can destroy or alter the bee's native habitats.

2. Predation: Non-native species such as rats, mongoose, or even certain types of ants and wasps may prey on the bees or their larvae, reducing their populations.

3. Competition: Invasive species may outcompete Hylaeus anthracinus for food and nesting sites. For instance, introduced bees may compete for nectar and pollen.

4. Disease: Diseases can spread more quickly among populations if they are small or if non-native species introduce new pathogens.

5. Loss of host plants: The loss of native flowering plants due to habitat destruction, invasive plant species, or other factors could significantly reduce food resources for Hylaeus anthracinus, impairing their ability to survive and reproduce.

6. Impaired water quality and flow: While bees generally need water for survival, any changes in the quality or availability of water sources could have indirect effects on the bee populations by affecting their food plants' growth and survival.

7. Lack of sufficient breeding or nesting sites: Alteration of the landscape can result in a lack of adequate sites for Hylaeus anthracinus to breed and nest, which is essential for their reproduction and population maintenance.

These threats highlight the need for conservation actions tailored to protect Hylaeus anthracinus, such as habitat restoration, management of invasive species, and efforts to rebuild native plant communities to support the bees’ nutritional needs and nesting requirements.",TRUE,NA,"7173RecoveryPlanURLshttps://ecos.fws.gov/docs/recovery_plan/Hawaiian_Archipelago_Recovery_Plan_20221214.pdf","Ann Marie",7173,"Insecta","Hylaeus anthracinus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Hawaiian_Archipelago_Recovery_Plan_20221214.pdf","",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
