,TaxonID,ScientificName,ListingStatus,ListingLocality,ListingDates,SpeciesStatusAssessmentDates,SpeciesStatusAssessmentURLs,SpeciesStatusAssesmentTitles,RecoveryPlanDates,RecoveryPlanURLs,RecoveryPlanTitles,ReviewDates,ReviewURLs,ReviewTitles,CriticalHabitatDesignationDates,CriticalHabitatDesignationURLs,CriticalHabitatDesignationTitles
0,8369,Corynorhinus (=Plecotus) townsendii virginianus,Endangered,Wherever found,12-31-1979,,,,03-13-2019; 05-08-1984,https://ecos.fws.gov/docs/recovery_plan/20190313_Draft VBEB Recovery Plan Amendment.pdf; https://ecos.fws.gov/docs/recovery_plan/840508.pdf,None; None,02-12-2019; 08-27-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2682.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1276.pdf,None; None,11-30-1979,https://www.govinfo.gov/link/fr/44/69206?link-type=pdf,None
0,4681,Coryphantha chaffeyi,,,,,,,,,,,,,,,
0,5752,Coryphantha dasyacantha dasyacantha,,,,,,,,,,,,,,,
0,5082,Coryphantha dasyacantha varicolor,,,,,,,,,,,,,,,
0,3708,Coryphantha duncanii,,,,,,,,,,,,,,,
0,5810,Coryphantha ramillosa,Threatened,Wherever found,12-06-1979,,,,04-13-1990,https://ecos.fws.gov/docs/recovery_plan/900413c.pdf,None,07-06-2018,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2562.pdf,None,,,
0,7452,Coryphantha recurvata,,,,,,,,,,,,,,,
0,7229,Coryphantha robbinsorum,Threatened,Wherever found,01-09-1986,,,,09-27-1993,https://ecos.fws.gov/docs/recovery_plan/930927c.pdf,None,09-02-2020; 03-20-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3090.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1048.pdf,None; None,,,
0,2707,Coryphantha scheeri uncinata,,,,,,,,,,,,,,,
0,4919,Coryphantha scheeri var. robustispina,Endangered,Wherever found,09-23-1993,,,,08-27-2018,https://ecos.fws.gov/docs/recovery_plan/FINAL PPC Recovery Plan_updated.pdf,None,08-30-2018; 02-08-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2580.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1040.pdf,None; None,,,
0,2504,Coryphantha sneedii var. leei,Threatened,Wherever found,11-26-1979,,,,08-28-2019; 03-21-1986,https://ecos.fws.gov/docs/recovery_plan/Final RP Amendment_SneedLee Pincushion.pdf; https://ecos.fws.gov/docs/recovery_plan/860321b.pdf,None; None,08-31-2023; 08-25-2015,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/10045.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2313.pdf,None; None,,,
0,4706,Coryphantha sneedii var. sneedii,Endangered,Wherever found,12-07-1979,,,,08-28-2019; 03-21-1986,https://ecos.fws.gov/docs/recovery_plan/Final RP Amendment_SneedLee Pincushion.pdf; https://ecos.fws.gov/docs/recovery_plan/860321b.pdf,None; None,08-31-2023; 08-25-2015,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/10110.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2314.pdf,None; None,,,
0,6554,Coryphantha sulcata nickelsiae,,,,,,,,,,,,,,,
0,5778,Coryphantha vivipara alversonii,,,,,,,,,,,,,,,
0,4045,Cotinga maculata,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,5884,Cottus asperrimus,,,,,,,,,,,,,,,
0,8059,Cottus bairdii,,,,,,,,,,,,,,,
0,8589,Cottus extensus,,,,,,,,,,,,,,,
0,4361,Cottus greenei,,,,,,,,,,,,,,,
0,56,Cottus leiopomus,,,,,,,,,,,,,,,
0,2547,Cottus marginatus,,,,,,,,,,,,,,,
0,5631,Cottus paulus (=pygmaeus),Threatened,Wherever found,09-28-1989,,,,08-06-1991,https://ecos.fws.gov/docs/recovery_plan/910806a.pdf,None,07-28-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1264.pdf,None,07-27-1979,https://www.govinfo.gov/link/fr/44/44418?link-type=pdf,None
0,5634,Cottus sp.,,,,,,,,,,,,,,,
0,1009,Cottus specus,Endangered,Wherever found,10-25-2013,09-13-2023,https://ecos.fws.gov/ServCat/DownloadFile/241911,None,11-27-2023,https://ecos.fws.gov/docs/recovery_plan/Grotto Sculpin - DRAFT Recovery Plan 12042023 for public review.pdf,None,09-17-2021,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3553.pdf,None,09-25-2013,https://www.govinfo.gov/link/fr/78/58923?link-type=pdf,None
0,2101,Cottus tenuis,,,,,,,,,,,,,,,
0,9476,Coturnicops noveboracensis,,,,,,,,,,,,,,,
0,8424,Coursetia axillaris,,,,,,,,,,,,,,,
0,8460,Coursetia glabella,,,,,,,,,,,,,,,
0,6917,Crambus daeckeellus,,,,,,,,,,,,,,,
0,1422,Crangonyx anomalus,,,,,,,,,,,,,,,
0,5454,Crangonyx antennatus,,,,,,,,,,,,,,,
0,496,Crangonyx dearolfi,,,,,,,,,,,,,,,
0,7902,Crangonyx grandimanus,,,,,,,,,,,,,,,
0,6943,Crangonyx hobbsi,,,,,,,,,,,,,,,
0,6668,Crangonyx minor,,,,,,,,,,,,,,,
0,3987,Crangonyx packardi,,,,,,,,,,,,,,,
0,2127,Crangonyx sp,,,,,,,,,,,,,,,
0,3622,Cranichis ricartii,Endangered,Wherever found,11-29-1991,,,,09-27-2019; 07-15-1996,https://ecos.fws.gov/docs/recovery_plan/Lepanthes eltoroensis and Cranichis ricartii Recovery Plan Amendment.pdf; https://ecos.fws.gov/docs/recovery_plan/960715.pdf,None; None,04-29-2022; 06-16-2016,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3700.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2348.pdf,None; None,,,
0,2986,Craseonycteris thonglongyai,Endangered,Wherever found,01-23-1984,,,,,,,,,,,,
0,3345,Crataegus berberifolia,,,,,,,,,,,,,,,
0,983,Crataegus harbisonii,,,,,,,,,,,,,,,
0,10545,Crataegus oreophila,,,,,,,,,,,,,,,
0,4455,Crataegus stenosepala,,,,,,,,,,,,,,,
0,267,Crataegus sutherlandensis,,,,,,,,,,,,,,,
0,7805,Crataegus triflora,,,,,,,,,,,,,,,
0,1899,Crataegus warneri,,,,,,,,,,,,,,,
0,5271,Crax alberti,Endangered,Wherever found,11-29-2013,,,,,,,,,,,,
0,1469,Crax blumenbachii,Endangered,Wherever found,12-02-1970,,,,,,,,,,,,
0,5885,Crenichthys baileyi albivallis,,,,,,,,,,,,,,,
0,5633,Crenichthys baileyi baileyi,Endangered,Wherever found,09-27-1985,,,,05-26-1998,https://ecos.fws.gov/docs/recovery_plan/980526.pdf,None,07-21-2022; 12-18-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3768.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2018.pdf,None; None,09-27-1985,https://www.govinfo.gov/link/fr/50/39123?link-type=pdf,None
0,7004,Crenichthys baileyi grandis,Endangered,Wherever found,09-27-1985,,,,05-26-1998,https://ecos.fws.gov/docs/recovery_plan/980526.pdf,None,07-21-2022; 12-18-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3767.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2018.pdf,None; None,09-27-1985,https://www.govinfo.gov/link/fr/50/39123?link-type=pdf,None
0,320,Crenichthys baileyi moapae,,,,,,,,,,,,,,,
0,315,Crenichthys baileyi thermophilus,,,,,,,,,,,,,,,
0,302,Crenichthys nevadae,Threatened,Wherever found,03-31-1986,,,,03-15-1997,https://ecos.fws.gov/docs/recovery_plan/970315.pdf,None,09-24-2021; 08-21-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3572.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1447.pdf,None; None,03-31-1986,https://www.govinfo.gov/link/fr/51/10857?link-type=pdf,None
0,6800,Crescentia portoricensis,Endangered,Wherever found,12-04-1987,,,,09-27-2019; 09-23-1991,https://ecos.fws.gov/docs/recovery_plan/Crescentia portoricensis Recovery Plan Amendment.pdf; https://ecos.fws.gov/docs/recovery_plan/910923.pdf,None; None,03-14-2022; 06-16-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3682.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2379.pdf,None; None,,,
0,8601,Crinodes mcfarlandi,,,,,,,,,,,,,,,
0,6604,Crocodylus acutus,,,10-28-1975; 03-20-2007,,,,11-07-2019; 05-18-1999,https://ecos.fws.gov/docs/recovery_plan/American crocodile Recovery Plan Amendment.pdf; https://ecos.fws.gov/docs/recovery_plan/140903.pdf,None; None,09-09-2022; 03-20-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3977.pdf; https://www.govinfo.gov/link/fr/72/13027?link-type=pdf,None; None,09-22-1977,https://www.govinfo.gov/link/fr/42/47840?link-type=pdf,None
0,4118,Crocodylus cataphractus,Endangered,Wherever found,03-28-1972,,,,,,,,,,,,
0,7628,Crocodylus intermedius,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,1107,Crocodylus moreletii,,,06-02-1970,,,,,,,,,,,,
0,1933,Crocodylus niloticus,Threatened,Wherever found,06-02-1970,,,,,,,,,,,,
0,4119,Crocodylus novaeguineae mindorensis,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,2887,Crocodylus palustris kimbula,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,8373,Crocodylus palustris palustris,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,3107,Crocodylus porosus,,,06-24-1996; 12-18-1979,,,,,,,,,,,,
0,6765,Crocodylus rhombifer,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,26,Crocodylus siamensis,Endangered,Wherever found,06-14-1976,,,,,,,,,,,,
0,5467,Croomia pauciflora,,,,,,,,,,,,,,,
0,2791,Crossidius mojavensis mojavensis,,,,,,,,,,,,,,,
0,4465,Crossoptilon crossoptilon,Endangered,Wherever found,12-02-1970,,,,,,,,,,,,
0,1629,Crossoptilon mantchuricum,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,4172,Crossosoma bigelovii,,,,,,,,,,,,,,,
0,2745,Crossosoma californicum,,,,,,,,,,,,,,,
0,7093,Crotalaria avonensis,Endangered,Wherever found,04-27-1993,,,,09-27-2019; 05-18-1999,https://ecos.fws.gov/docs/recovery_plan/Lake Wales Ridge Plants Recovery Plan Amendment_1.pdf; https://ecos.fws.gov/docs/recovery_plan/140903.pdf,None; None,06-29-2023; 07-13-2007,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/4122.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1052.pdf,None; None,,,
0,9195,Crotalus adamanteus,,,,,,,,,,,,,,,
0,1501,Crotalus cerastes,,,,,,,,,,,,,,,
0,7969,Crotalus horridus,,,,,,,,,,,,,,,
0,6580,Crotalus mitchellii,,,,,,,,,,,,,,,
0,1645,Crotalus ruber ruber,,,,,,,,,,,,,,,
0,8464,crotalus scutulatus ssp. scutulatus,,,,,,,,,,,,,,,
0,3084,Crotalus unicolor,Threatened,Wherever found,06-22-1983,,,,,,,,,,,,
0,3657,Crotalus willardi obscurus,Threatened,Wherever found,08-21-1978,,,,07-26-2019; 03-22-1985,https://ecos.fws.gov/docs/recovery_plan/New Mexico Ridgenose Rattlesnake Supplemental Finding_1.pdf; https://ecos.fws.gov/docs/recovery_plan/850322.pdf,None; None,09-19-2019,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2817.pdf,None,08-04-1978,https://www.govinfo.gov/link/fr/43/34476?link-type=pdf,None
0,2665,Crotalus willardi willardi,,,,,,,,,,,,,,,
0,4093,Crotaphytus reticulatus,,,,,,,,,,,,,,,
0,7195,Croton alabamensis alabamensis,,,,,,,,,,,,,,,
0,4437,Croton elliottii,,,,,,,,,,,,,,,
0,3601,Croton fishlockii,,,,,,,,,,,,,,,
0,8425,Croton glandulosus simpsonii,,,,,,,,,,,,,,,
0,5468,Croton impressus,,,,,,,,,,,,,,,
0,3470,Croton microcarpus,,,,,,,,,,,,,,,
0,2621,Croton wigginsii,,,,,,,,,,,,,,,
0,1754,Crotophaga ani,,,,,,,,,,,,,,,
0,5918,Cryptantha aperta,,,,,,,,,,,,,,,
0,3868,Cryptantha atwoodii,,,,,,,,,,,,,,,
0,687,Cryptantha barnebyi,,,,,,,,,,,,,,,
0,4272,Cryptantha breviflora,,,,,,,,,,,,,,,
0,3178,Cryptantha cinerea arenicola,,,,,,,,,,,,,,,
0,3307,Cryptantha compacta,,,,,,,,,,,,,,,
0,7707,Cryptantha crassipes,Endangered,Wherever found,09-30-1991,,,,04-05-1994,https://ecos.fws.gov/docs/recovery_plan/940405.pdf,None,05-28-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2971.pdf,None,,,
0,4557,Cryptantha creutzfeldtii,,,,,,,,,,,,,,,
0,1431,Cryptantha crinita,,,,,,,,,,,,,,,
0,2405,Cryptantha crymophila,,,,,,,,,,,,,,,
0,688,Cryptantha elata,,,,,,,,,,,,,,,
0,5469,Cryptantha ganderi,,,,,,,,,,,,,,,
0,7322,Cryptantha grahamii,,,,,,,,,,,,,,,
0,6352,Cryptantha hoffmannii,,,,,,,,,,,,,,,
0,6096,Cryptantha insolita,,,,,,,,,,,,,,,
0,3161,Cryptantha interrupta,,,,,,,,,,,,,,,
0,6555,Cryptantha johnstonii,,,,,,,,,,,,,,,
0,3819,Cryptantha jonesiana,,,,,,,,,,,,,,,
0,8296,Cryptantha mensana,,,,,,,,,,,,,,,
0,8216,Cryptantha ochroleuca,,,,,,,,,,,,,,,
0,7677,Cryptantha paradoxa,,,,,,,,,,,,,,,
0,4949,Cryptantha rollinsii,,,,,,,,,,,,,,,
0,6416,Cryptantha roosiorum,,,,,,,,,,,,,,,
0,5470,Cryptantha semiglabra,,,,,,,,,,,,,,,
0,356,Cryptantha shackletteana,,,,,,,,,,,,,,,
0,4866,Cryptantha sobolifera,,,,,,,,,,,,,,,
0,5292,Cryptantha sobolifera,,,,,,,,,,,,,,,
0,8550,Cryptantha sobolifera,,,,,,,,,,,,,,,
0,6353,Cryptantha stricta,,,,,,,,,,,,,,,
0,4192,Cryptantha subcapitata,,,,,,,,,,,,,,,
0,4173,Cryptantha thompsonii,,,,,,,,,,,,,,,
0,5585,Cryptantha traskiae,,,,,,,,,,,,,,,
0,6857,Cryptantha tumulosa,,,,,,,,,,,,,,,
0,7915,Cryptantha weberi,,,,,,,,,,,,,,,
0,3179,Cryptantha welshii,,,,,,,,,,,,,,,
0,9039,Cryptobranchus alleganiensis alleganiensis,,,04-07-2021,07-20-2018; 07-20-2018,https://ecos.fws.gov/ServCat/DownloadFile/163739; https://ecos.fws.gov/ServCat/DownloadFile/163739,None; None,01-02-2024,https://ecos.fws.gov/docs/recovery_plan/Draft Recovery Plan for the MO DPS of the Eastern Hellbender - December 2023.pdf,None,,,,,,
0,647,Cryptobranchus alleganiensis bishopi,Endangered,Wherever found,11-07-2011,,,,07-12-2021,https://ecos.fws.gov/docs/recovery_plan/07.12.2021_Final Ozark Hellbender Recovery Plan_signed_508.pdf,None,05-08-2020; 05-06-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/991.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2968.pdf,None; None,,,
0,5538,Cryptocarya mannii,,,,,,,,,,,,,,,
0,5649,Cryptochia denningi,,,,,,,,,,,,,,,
0,5622,Cryptochia excella,,,,,,,,,,,,,,,
0,6228,Cryptochia neosa,,,,,,,,,,,,,,,
0,339,Cryptochia shasta,,,,,,,,,,,,,,,
0,294,Cryptomastix devia,,,,12-03-2020,https://ecos.fws.gov/ServCat/DownloadFile/189472,None,,,,,,,,,
0,8598,Cryptomastix hendersoni,,,,12-29-2022,https://ecos.fws.gov/ServCat/DownloadFile/226036,None,,,,,,,,,
0,4515,Cryptomastix magnidentata,,,,,,,,,,,,,,,
0,8894,Cryptomastix sanburni,,,,,,,,,,,,,,,
0,9206,Crystallaria asprella,,,,,,,,,,,,,,,
0,6921,Crystallaria cincotta,Endangered,Wherever found,08-26-2013,,,,,,,08-27-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3068.pdf,None,08-22-2013,https://www.govinfo.gov/link/fr/78/52363?link-type=pdf,None
0,289,Ctenitis squamigera,Endangered,Wherever found,09-26-1994,,,,04-10-1998,https://ecos.fws.gov/docs/recovery_plan/980410e.pdf,None,08-31-2021; 07-30-2013; 07-21-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3510.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2061.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1391.pdf,None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,3869,Ctenium floridanum,,,,,,,,,,,,,,,
0,2072,Ctenonotus cooki,,,,,,,,,,,,,,,
0,5999,Cucurbita okeechobeensis ssp. okeechobeensis,Endangered,Wherever found,07-12-1993,,,,09-27-2019; 05-18-1999,https://ecos.fws.gov/docs/recovery_plan/Okeechobee Gourd Recovery Plan Amendment_1.pdf; https://ecos.fws.gov/docs/recovery_plan/140903.pdf,None; None,02-16-2021; 09-03-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3229.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1481.pdf,None; None,,,
0,5471,Cucurbita texana,,,,,,,,,,,,,,,
0,7867,Cumberlandia monodonta,Endangered,Wherever found,04-12-2012,06-01-2022,https://ecos.fws.gov/ServCat/DownloadFile/224411,None,12-12-2023,https://ecos.fws.gov/docs/recovery_plan/Draft Recovery Plan for 4 Mussels_December 2023.pdf,None,08-12-2019,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2760.pdf,None,,,
0,3075,Cuon alpinus,Endangered,Wherever found,06-02-1970,,,,,,,,,,,,
0,232,Cuphea aspera,,,,,,,,,,,,,,,
0,1678,Cupressus abramsiana,Threatened,Wherever found,01-08-1987,,,,09-26-1998,https://ecos.fws.gov/docs/recovery_plan/980926.pdf,None,03-03-2022; 02-19-2016; 09-03-2013; 08-17-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3678.pdf; https://www.govinfo.gov/link/fr/81/8408?link-type=pdf; https://www.govinfo.gov/link/fr/78/54221?link-type=pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1449.pdf,None; None; None; None,,,
0,8099,Cupressus forbesii,,,,,,,,,,,,,,,
0,4039,Cupressus goveniana pigmaea,,,,,,,,,,,,,,,
0,8548,Cupressus goveniana ssp. goveniana,Threatened,Wherever found,08-12-1998,,,,08-19-2004,https://ecos.fws.gov/docs/recovery_plan/050617a.pdf,None,05-14-2021; 03-28-2012; 03-31-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/967.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2036.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1228.pdf,None; None; None,,,
0,4018,Cupressus macrocarpa,,,,,,,,,,,,,,,
0,8043,Cuscuta attenuata,,,,,,,,,,,,,,,
0,6097,Cuscuta harperi,,,,,,,,,,,,,,,
0,7050,Cuscuta howelliana,,,,,,,,,,,,,,,
0,8822,Cuscuta plattensis,,,,,,,,,,,,,,,
0,3709,Cuscuta warneri,,,,,,,,,,,,,,,
0,7196,Cusickiella quadricostata,,,,,,,,,,,,,,,
0,6312,Cyanea acuminata,Endangered,Wherever found,10-10-1996,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-20-2019; 08-20-2013; 07-21-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2822.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2062.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1392.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,7197,Cyanea angustifolia lanaiensis,,,,,,,,,,,,,,,
0,6574,Cyanea angustifolia racemosa,,,,,,,,,,,,,,,
0,6142,Cyanea arborea,,,,,,,,,,,,,,,
0,738,Cyanea asarifolia,Endangered,Wherever found,02-25-1994,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,07-27-2022; 09-13-2017; 04-08-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3780.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2416.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1393.pdf,None; None; None,02-27-2003,https://www.govinfo.gov/link/fr/68/9116?link-type=pdf,None
0,7940,Cyanea asplenifolia,Endangered,Wherever found,06-27-2013,,,,,,,09-28-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3107.pdf,None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,1303,Cyanea aspleniifolia,,,,,,,,,,,,,,,
0,2031,Cyanea calycina,Endangered,Wherever found,10-18-2012,,,,07-26-2018,https://ecos.fws.gov/docs/recovery_plan/Oahu_Recovery_Outline_20180726.pdf,None,08-30-2019,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2782.pdf,None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,7608,Cyanea comata,,,,,,,,,,,,,,,
0,5832,Cyanea copelandii ssp. copelandii,Endangered,Wherever found,03-04-1994,,,,09-26-1996,https://ecos.fws.gov/docs/recovery_plan/960926a.pdf,None,03-02-2020; 08-28-2012,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2945.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1991.pdf,None; None,07-02-2003,https://www.govinfo.gov/link/fr/68/39623?link-type=pdf,None
0,4574,Cyanea copelandii ssp. haleakalaensis,Endangered,Wherever found,09-03-1999,,,,09-19-2002; 07-10-1999,https://ecos.fws.gov/docs/recovery_plan/020919.pdf; https://ecos.fws.gov/docs/recovery_plan/990710.pdf,None; None,08-24-2023; 10-23-2018; 08-02-2011,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/6975.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2618.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1769.pdf,None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,1326,Cyanea crispa,Endangered,Wherever found,03-28-1994,,,,08-10-1998,https://ecos.fws.gov/docs/recovery_plan/980810.pdf,None,09-25-2019; 08-19-2013; 04-08-2009,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2835.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2063.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1394.pdf,None; None; None,09-18-2012,https://www.govinfo.gov/link/fr/77/57647?link-type=pdf,None
0,8949,Cyanea dolichopoda,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,07-27-2022; 09-13-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3781.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2417.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,5244,Cyanea dunbariae,Endangered,Wherever found,10-10-1996,,,,05-20-1998; 09-26-1996,https://ecos.fws.gov/docs/recovery_plan/980520.pdf; https://ecos.fws.gov/docs/recovery_plan/960926b.pdf,None; None,08-24-2023; 10-23-2018; 03-12-2014; 01-18-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/7008.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2619.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2180.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1145.pdf,None; None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,9237,Cyanea duvalliorum,Endangered,Wherever found,06-27-2013,,,,,,,09-28-2020,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3108.pdf,None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,2166,Cyanea eleeleensis,Endangered,Wherever found,05-13-2010,,,,08-27-2021,https://ecos.fws.gov/docs/recovery_plan/Final_KIRP_ExecSum_Hyperlinks_A.pdf,None,07-27-2022; 09-13-2017,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3782.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2418.pdf,None; None,04-13-2010,https://www.govinfo.gov/link/fr/75/18960?link-type=pdf,None
0,4024,Cyanea gibsonii,Endangered,Wherever found,09-20-1991,,,,09-29-1995,https://ecos.fws.gov/docs/recovery_plan/950929a.pdf,None,08-24-2023; 10-23-2018; 03-12-2014; 01-18-2008,https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/7041.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2620.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2183.pdf; https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1146.pdf,None; None; None; None,03-30-2016,https://www.govinfo.gov/link/fr/81/17789?link-type=pdf,None
0,4438,Cyanea giffardii,,,,,,,,,,,,,,,
